business_id,business_seed,truth_seed,module_order,evidence_group,population,gross_margin,price,market_trend,season_amplitude,social_planning_correlation,social_budget,social_growth,social_unit_cost,social_hill_ec,social_hill_slope,search_budget,search_growth,search_ctr_scale,tv_budget,tv_growth,tv_hill_ec,tv_hill_slope,tv_lag_weeks,demand_scale,experiment_bias_share
amss-v10-011,710011,910011,paid_social_proxy|search|tv,tv-experiment,189200000,0.41125,90.28,0.652,0.2414,0.40625,18925000,0.0775,0.01594,2.271,1.91,10405000,0.06475,0.764,46175000,-0.0373,2.439,1.2445,9,0.7235,-0.015
amss-v10-012,710012,910012,paid_social_proxy|tv|search,no-experiment,234800000,0.65625,73.28,0.812,0.3198,0.49975,17525000,-0.0185,0.0127,1.959,1.514,25585000,0.01925,0.828,25275000,-0.0637,1.955,1.3435,6,1.0315,-0.031
amss-v10-013,710013,910013,search|tv|paid_social_proxy,paid-social-experiment,114800000,0.56525,131.93,0.6648,0.3002,0.37875,40625000,0.1525,0.00814,2.765,0.806,24205000,0.12075,0.852,65975000,0.0991,2.483,1.2995,6,1.0875,-0.027
amss-v10-014,710014,910014,tv|paid_social_proxy|search,search-experiment,306800000,0.51275,65.63,0.5176,0.1994,0.27425,37825000,0.1675,0.01522,2.115,1.082,17995000,0.19775,1.18,38475000,0.0353,1.273,1.4975,0,1.0525,0.049
amss-v10-015,710015,910015,tv|search|paid_social_proxy,tv-experiment,83600000,0.68075,117.47,0.6328,0.205,0.45025,35725000,0.2095,0.01006,2.999,0.938,9945000,0.22925,1.14,40125000,-0.0351,2.065,1.5635,9,0.6535,-0.009
amss-v10-016,710016,910016,paid_social_proxy|search|tv,no-experiment,225200000,0.41825,135.32,0.6968,0.2302,0.34025,39575000,0.1165,0.01486,3.753,1.274,11325000,0.24675,0.98,70375000,-0.0109,1.933,1.7725,5,1.1925,0.011
amss-v10-017,710017,910017,search|paid_social_proxy|tv,paid-social-experiment,270800000,0.40775,55.42,0.6168,0.2974,0.68675,32575000,0.1915,0.01402,1.907,1.442,21675000,0.31325,1.348,73125000,-0.0835,1.757,1.5415,1,1.2415,0.073
amss-v10-018,710018,910018,search|tv|paid_social_proxy,search-experiment,117200000,0.48825,63.92,0.6104,0.331,0.72525,19625000,0.1135,0.00958,2.089,1.934,9485000,0.23625,1.244,62125000,0.0969,1.119,0.9035,10,0.6815,-0.063
amss-v10-019,710019,910019,tv|paid_social_proxy|search,tv-experiment,280400000,0.39725,66.47,0.8184,0.1602,0.28525,26625000,0.1255,0.01534,2.869,1.886,22825000,0.17675,0.78,50025000,-0.0571,2.307,1.0245,0,0.8705,0.089
amss-v10-020,710020,910020,tv|search|paid_social_proxy,no-experiment,136400000,0.60375,130.22,0.684,0.1518,0.71975,20325000,0.2155,0.0061,1.673,0.962,20985000,0.12425,1.004,44525000,-0.0439,1.339,1.2885,2,0.7795,0.091
amss-v10-021,710021,910021,paid_social_proxy|tv|search,paid-social-experiment,318800000,0.35525,129.38,0.572,0.1882,0.69775,43425000,0.2185,0.01342,2.557,1.694,23515000,0.22575,1.204,73675000,-0.0043,2.131,1.1235,7,1.3045,0.081
amss-v10-022,710022,910022,search|paid_social_proxy|tv,search-experiment,191600000,0.59675,86.88,0.8088,0.1294,0.52725,15775000,-0.0485,0.0115,3.779,1.562,8565000,0.03675,1.196,46725000,-0.0703,2.417,0.7495,0,0.7305,-0.093
amss-v10-023,710023,910023,search|tv|paid_social_proxy,tv-experiment,266000000,0.47075,139.57,0.524,0.3674,0.29625,14375000,0.1375,0.00838,3.025,1.058,21905000,0.17325,1.324,49475000,-0.0417,1.779,0.7825,5,1.1505,0.005
amss-v10-024,710024,910024,tv|paid_social_proxy|search,no-experiment,174800000,0.42525,118.33,0.5912,0.2722,0.26325,38525000,0.0385,0.01198,3.207,1.046,22135000,0.12775,0.788,28025000,0.0881,2.747,1.7505,8,0.8285,-0.055
amss-v10-025,710025,910025,paid_social_proxy|search|tv,paid-social-experiment,222800000,0.63525,91.97,0.588,0.1238,0.47225,38175000,0.1945,0.01246,3.805,0.818,19605000,0.27475,0.876,74775000,0.0001,1.295,0.8925,7,1.3395,0.045
amss-v10-026,710026,910026,paid_social_proxy|tv|search,search-experiment,186800000,0.65275,85.17,0.6296,0.2246,0.32925,41325000,0.2305,0.0079,2.297,1.19,25125000,0.32725,1.124,56075000,-0.0769,2.945,1.0685,0,0.7375,0.079
amss-v10-027,710027,910027,search|paid_social_proxy|tv,tv-experiment,232400000,0.49175,134.48,0.6904,0.1378,0.38975,24525000,0.0415,0.01582,3.077,1.862,5575000,0.21525,0.66,64325000,0.0947,1.031,0.8705,5,0.9335,-0.075
amss-v10-028,710028,910028,search|tv|paid_social_proxy,no-experiment,278000000,0.48125,83.47,0.7192,0.2442,0.24125,20675000,0.0715,0.00706,1.751,1.094,26965000,0.23975,1.364,31875000,0.1013,2.043,1.7395,3,1.1715,-0.059
amss-v10-029,710029,910029,tv|search|paid_social_proxy,paid-social-experiment,242000000,0.50925,114.07,0.6744,0.2806,0.64825,43775000,0.2215,0.0139,2.453,1.214,16615000,0.31675,1.308,32425000,0.0551,1.053,0.7935,6,1.3465,0.075
amss-v10-030,710030,910030,paid_social_proxy|search|tv,search-experiment,287600000,0.43925,136.18,0.7928,0.1966,0.26875,11925000,0.0445,0.00742,2.817,1.742,27425000,0.06125,0.868,32975000,0.1035,2.219,1.5745,5,1.2695,0.047
amss-v10-031,710031,910031,paid_social_proxy|tv|search,tv-experiment,218000000,0.62475,74.13,0.5624,0.1686,0.35125,10175000,0.2365,0.01438,3.337,1.394,15465000,0.05775,0.884,45625000,-0.0285,1.515,1.3325,3,0.7515,-0.037
amss-v10-032,710032,910032,search|paid_social_proxy|tv,no-experiment,146000000,0.46375,87.72,0.5016,0.1182,0.57675,24175000,-0.0215,0.01102,1.725,1.526,23975000,0.01225,0.684,35175000,0.0199,0.921,1.1015,1,1.2975,-0.049
amss-v10-033,710033,910033,tv|paid_social_proxy|search,paid-social-experiment,150800000,0.44975,76.67,0.8152,0.3758,0.62075,42375000,0.0655,0.0085,3.259,1.226,20525000,0.25725,0.804,42875000,0.0089,1.867,1.2115,0,1.0385,-0.097
amss-v10-034,710034,910034,tv|search|paid_social_proxy,search-experiment,268400000,0.58275,103.03,0.6584,0.3142,0.41725,33275000,0.1885,0.00946,3.701,1.97,11095000,0.07175,0.972,62675000,0.1145,1.405,0.9145,5,1.0035,-0.065
amss-v10-035,710035,910035,paid_social_proxy|search|tv,tv-experiment,203600000,0.50225,57.98,0.732,0.2386,0.65925,32225000,0.1975,0.01558,3.545,1.358,17075000,0.05425,0.748,61575000,-0.0857,1.449,1.6075,2,1.3185,0.041
amss-v10-036,710036,910036,paid_social_proxy|tv|search,no-experiment,138800000,0.49875,127.67,0.7384,0.177,0.40075,25925000,0.2245,0.01306,2.583,0.854,6265000,0.21175,0.796,59375000,-0.0483,1.559,1.0905,10,0.8845,-0.089
amss-v10-037,710037,910037,search|tv|paid_social_proxy,paid-social-experiment,285200000,0.43575,72.42,0.7704,0.3338,0.46125,29775000,0.0265,0.00574,3.883,1.922,10865000,0.28875,0.964,26925000,-0.0989,2.879,1.1345,10,0.8985,-0.003
amss-v10-038,710038,910038,tv|paid_social_proxy|search,search-experiment,261200000,0.62825,81.78,0.5592,0.2638,0.50525,18575000,0.0625,0.01462,2.843,0.83,18685000,0.25375,1.044,67625000,0.0837,2.989,1.6625,6,0.9965,-0.095
amss-v10-039,710039,910039,tv|search|paid_social_proxy,tv-experiment,141200000,0.39375,78.38,0.62,0.1714,0.20825,29425000,0.1285,0.01258,2.973,0.986,6725000,0.13125,1.236,39025000,-0.0615,0.855,0.9695,4,0.9685,-0.053
amss-v10-040,710040,910040,paid_social_proxy|search|tv,no-experiment,131600000,0.43225,79.22,0.6008,0.1098,0.42275,42025000,0.0805,0.00922,2.531,1.43,26735000,0.20125,1.02,41225000,0.0573,2.197,0.7055,4,1.1015,-0.035
amss-v10-041,710041,910041,search|paid_social_proxy|tv,paid-social-experiment,213200000,0.64225,57.13,0.5976,0.191,0.55475,13675000,-0.0455,0.00754,1.569,1.01,19145000,0.08925,1.276,64875000,0.0507,2.637,1.2225,1,0.7655,-0.061
amss-v10-042,710042,910042,search|tv|paid_social_proxy,search-experiment,290000000,0.69475,131.07,0.5208,0.2694,0.73625,21025000,-0.0065,0.00934,2.921,1.682,25815000,0.11025,0.604,52225000,0.1167,1.251,0.8375,3,0.7165,0.007
amss-v10-043,710043,910043,tv|paid_social_proxy|search,tv-experiment,239600000,0.51625,97.08,0.716,0.3086,0.59325,30475000,0.1825,0.01042,2.141,1.718,21215000,0.02625,0.692,27475000,0.0045,2.109,1.2005,9,0.8915,0.025
amss-v10-044,710044,910044,tv|search|paid_social_proxy,no-experiment,153200000,0.65975,64.78,0.7864,0.275,0.67025,44475000,-0.0125,0.0043,2.791,1.37,6035000,0.07525,0.996,68175000,0.0683,2.593,0.8045,4,0.6745,-0.007
amss-v10-045,710045,910045,paid_social_proxy|tv|search,paid-social-experiment,210800000,0.55125,82.63,0.7,0.2498,0.32375,29075000,0.2125,0.00658,3.363,0.926,12245000,0.25025,1.148,30775000,0.0463,1.317,1.0355,0,1.2835,-0.047
amss-v10-046,710046,910046,search|paid_social_proxy|tv,search-experiment,126800000,0.42175,77.53,0.6872,0.1798,0.54925,27325000,0.1705,0.0103,1.985,1.334,27195000,0.00875,0.844,54975000,0.0155,2.461,1.3655,2,1.2905,0.017
amss-v10-047,710047,910047,search|tv|paid_social_proxy,tv-experiment,198800000,0.54775,109.83,0.6072,0.149,0.54375,17175000,0.0205,0.01174,1.829,1.55,22595000,0.27825,0.74,42325000,-0.0681,0.877,0.9475,3,1.0455,-0.033
amss-v10-048,710048,910048,tv|paid_social_proxy|search,no-experiment,158000000,0.62125,69.88,0.668,0.3366,0.64275,16125000,0.0955,0.01078,2.635,1.658,12475000,0.11375,1.316,36275000,-0.0593,0.899,0.8815,4,1.2765,-0.057
amss-v10-049,710049,910049,paid_social_proxy|search|tv,paid-social-experiment,143600000,0.60025,132.78,0.6264,0.3534,0.29075,32925000,0.1045,0.01474,3.467,1.574,21445000,0.18025,0.732,72575000,-0.0923,1.801,1.2335,0,0.8215,-0.029
amss-v10-050,710050,910050,paid_social_proxy|tv|search,search-experiment,148400000,0.53725,128.53,0.8024,0.163,0.36775,31525000,0.1315,0.01426,3.155,1.166,13165000,0.02275,1.356,30225000,0.0793,1.581,1.3875,7,1.3325,-0.069
amss-v10-051,710051,910051,search|paid_social_proxy|tv,tv-experiment,309200000,0.40075,101.33,0.5432,0.3254,0.43925,39925000,-0.0245,0.01282,3.597,1.814,5345000,0.15225,1.212,36825000,-0.0725,1.361,1.1455,2,0.9405,0.077
amss-v10-052,710052,910052,search|tv|paid_social_proxy,no-experiment,244400000,0.44625,86.03,0.5496,0.121,0.27975,36075000,0.1615,0.00982,3.727,1.49,13855000,0.08225,0.772,31325000,-0.0945,2.901,1.3985,10,0.8005,0.083
amss-v10-053,710053,910053,tv|search|paid_social_proxy,paid-social-experiment,215600000,0.54425,115.78,0.6712,0.3646,0.60975,12625000,0.0925,0.00418,2.687,1.826,11785000,0.13825,1.06,79175000,-0.0549,0.833,1.0575,2,0.9475,0.003
amss-v10-054,710054,910054,paid_social_proxy|search|tv,search-experiment,246800000,0.39025,56.27,0.7064,0.2358,0.69225,22775000,0.1345,0.00466,3.649,1.25,8335000,0.14175,0.892,60475000,0.0177,1.097,1.5305,8,1.1295,0.037
amss-v10-055,710055,910055,paid_social_proxy|tv|search,tv-experiment,206000000,0.64925,88.58,0.764,0.3478,0.35675,31175000,0.1585,0.0145,3.675,0.878,5805000,0.18725,1.388,77525000,-0.0329,2.263,0.8155,6,0.8635,0.085
amss-v10-056,710056,910056,search|paid_social_proxy|tv,no-experiment,165200000,0.61075,119.17,0.7032,0.2022,0.67575,44825000,0.0325,0.00802,2.505,0.914,9715000,0.30975,0.668,51675000,0.0023,2.175,1.0465,8,0.9825,0.061
amss-v10-057,710057,910057,tv|paid_social_proxy|search,paid-social-experiment,112400000,0.56875,102.18,0.5528,0.3394,0.74725,11575000,-0.0395,0.00826,3.441,1.502,14545000,0.06825,1.076,57725000,0.0067,2.285,1.1565,2,1.0805,0.035
amss-v10-058,710058,910058,tv|search|paid_social_proxy,search-experiment,184400000,0.37275,112.38,0.7288,0.2582,0.48875,26275000,-0.0335,0.00406,1.881,1.646,12935000,0.33425,1.116,59925000,0.0727,0.811,1.6955,2,0.7445,0.053
amss-v10-059,710059,910059,paid_social_proxy|search|tv,tv-experiment,201200000,0.63875,124.27,0.5816,0.289,0.70325,39225000,0.0145,0.01162,3.961,1.67,25355000,0.30275,0.716,79725000,-0.0065,1.207,0.7275,10,1.2625,0.095
amss-v10-060,710060,910060,paid_social_proxy|tv|search,no-experiment,304400000,0.61775,100.47,0.5848,0.1322,0.25775,44125000,0.1105,0.01414,3.129,0.902,5115000,0.20825,1.34,74225000,-0.0395,2.241,0.9915,9,0.8495,0.015
amss-v10-061,710061,910061,search|tv|paid_social_proxy,paid-social-experiment,256400000,0.55825,103.88,0.5144,0.359,0.51625,36425000,0.0175,0.0121,3.051,1.262,11555000,0.05075,0.916,56625000,-0.0241,1.383,1.4645,9,1.0595,-0.087
amss-v10-062,710062,910062,tv|paid_social_proxy|search,search-experiment,107600000,0.37625,138.72,0.7768,0.1658,0.36225,19275000,0.0565,0.0073,1.933,1.382,17535000,0.26775,1.26,69825000,0.0925,0.965,0.7385,8,1.1645,-0.021
amss-v10-063,710063,910063,tv|search|paid_social_proxy,tv-experiment,275600000,0.38325,137.02,0.7608,0.2834,0.63725,17875000,0.1015,0.0133,2.011,1.85,15695000,0.21875,0.636,51125000,0.1101,2.395,1.4865,3,0.6605,-0.005
amss-v10-064,710064,910064,paid_social_proxy|search|tv,no-experiment,102800000,0.45325,107.28,0.6776,0.2862,0.39525,18225000,0.0475,0.01186,2.245,1.238,15235000,0.28525,1.132,53875000,0.0705,2.373,1.3105,9,0.6675,0.067
amss-v10-065,710065,910065,search|paid_social_proxy|tv,paid-social-experiment,316400000,0.59325,96.22,0.7256,0.219,0.60425,23475000,0.0505,0.00562,1.439,1.946,23055000,0.04375,0.628,63775000,-0.0263,1.185,1.5965,3,1.2135,0.019
amss-v10-066,710066,910066,search|tv|paid_social_proxy,search-experiment,119600000,0.69825,137.88,0.6392,0.3702,0.31275,36775000,0.0025,0.0067,3.571,1.07,18915000,0.14875,1.188,67075000,-0.0153,1.691,1.0795,10,1.1085,0.093
amss-v10-067,710067,910067,tv|paid_social_proxy|search,tv-experiment,254000000,0.66325,70.72,0.5368,0.1826,0.58775,42725000,0.0745,0.00646,1.465,1.154,23285000,0.18375,1.284,70925000,0.0331,1.603,1.0025,1,0.8775,0.013
amss-v10-068,710068,910068,tv|search|paid_social_proxy,no-experiment,258800000,0.66675,80.08,0.54,0.317,0.73075,26975000,-0.0155,0.0109,2.219,1.538,20755000,0.19075,0.82,37375000,0.1079,1.141,1.3765,1,1.0735,-0.039
amss-v10-069,710069,910069,paid_social_proxy|tv|search,paid-social-experiment,124400000,0.48475,121.73,0.5784,0.1574,0.24675,40275000,0.2035,0.0097,3.181,1.874,23745000,0.09625,0.7,47275000,0.0617,1.999,0.9365,7,0.7585,0.021
amss-v10-070,710070,910070,search|paid_social_proxy|tv,search-experiment,282800000,0.67725,123.42,0.7448,0.2218,0.70875,10525000,0.0595,0.01018,1.595,1.31,24895000,0.29225,1.38,58825000,-0.0791,2.505,1.7175,4,0.9545,0.001
amss-v10-071,710071,910071,search|tv|paid_social_proxy,tv-experiment,88400000,0.40425,91.13,0.7992,0.233,0.46675,37125000,0.0985,0.00454,2.323,0.89,12705000,0.34475,1.1,45075000,0.0375,2.153,0.7605,3,0.6885,-0.067
amss-v10-072,710072,910072,tv|paid_social_proxy|search,no-experiment,177200000,0.42875,97.92,0.5048,0.135,0.62625,21725000,0.1465,0.00718,2.713,1.79,26275000,0.03325,0.836,71475000,0.0133,2.703,1.1785,7,1.0245,-0.079
amss-v10-073,710073,910073,paid_social_proxy|search|tv,paid-social-experiment,160400000,0.46725,84.33,0.6424,0.373,0.61525,41675000,0.0235,0.00994,3.233,1.586,10635000,0.09975,1.3,75875000,-0.0307,2.681,1.6735,7,1.1995,0.071
amss-v10-074,710074,910074,paid_social_proxy|tv|search,search-experiment,86000000,0.69125,92.83,0.5304,0.1854,0.58225,15425000,0.1075,0.00526,2.167,1.142,27655000,0.26425,1.036,66525000,-0.0747,2.813,1.4205,9,0.7935,0.087
amss-v10-075,710075,910075,search|paid_social_proxy|tv,tv-experiment,81200000,0.49525,126.83,0.604,0.1042,0.53825,33975000,0.0115,0.00538,3.415,1.802,10175000,0.04025,0.86,78075000,0.0661,1.625,1.7945,2,1.1855,-0.043
amss-v10-076,710076,910076,search|tv|paid_social_proxy,no-experiment,162800000,0.36575,105.57,0.5752,0.303,0.71425,11225000,0.2485,0.00502,3.909,0.866,7875000,0.29575,1.372,43975000,-0.0879,1.889,1.7835,5,1.0945,0.063
amss-v10-077,710077,910077,tv|search|paid_social_proxy,paid-social-experiment,220400000,0.61425,93.68,0.5656,0.3786,0.51075,35025000,0.0535,0.0049,2.375,1.034,16385000,0.14525,1.292,41775000,0.0771,2.329,1.5085,9,0.7025,-0.099
amss-v10-078,710078,910078,paid_social_proxy|search|tv,search-experiment,182000000,0.60725,75.83,0.5688,0.2666,0.68125,13325000,0.1555,0.01354,1.803,1.766,9025000,0.33075,1.228,53325000,-0.0505,2.351,1.6515,4,0.8075,-0.051
amss-v10-079,710079,910079,paid_social_proxy|tv|search,tv-experiment,227600000,0.35175,125.97,0.7576,0.2554,0.66475,15075000,0.1225,0.01294,1.621,0.95,19375000,0.34825,1.268,69275000,-0.0131,2.967,1.7065,8,1.0105,-0.091
amss-v10-080,710080,910080,search|paid_social_proxy|tv,no-experiment,194000000,0.50575,114.92,0.796,0.3114,0.53275,21375000,0.2455,0.00766,3.103,0.842,6955000,0.24325,0.956,72025000,0.0309,2.791,1.5195,1,0.8355,-0.023
amss-v10-081,710081,910081,tv|paid_social_proxy|search,paid-social-experiment,122000000,0.57925,122.58,0.7512,0.1126,0.21375,27675000,0.1405,0.0151,2.739,1.466,15005000,0.26075,0.988,43425000,0.0111,1.163,0.9805,5,0.9055,0.009
amss-v10-082,710082,910082,tv|search|paid_social_proxy,search-experiment,299600000,0.58975,108.13,0.8056,0.1434,0.33475,28725000,0.1765,0.00586,1.543,1.61,20065000,0.34125,0.94,25825000,0.0903,2.615,1.1675,6,1.2485,-0.017
amss-v10-083,710083,910083,paid_social_proxy|search|tv,tv-experiment,172400000,0.44275,71.58,0.6616,0.3562,0.30175,25575000,0.2425,0.00862,3.389,1.322,26505000,0.11725,1.156,78625000,-0.0219,2.527,1.1125,5,1.0665,-0.019
amss-v10-084,710084,910084,paid_social_proxy|tv|search,no-experiment,170000000,0.47775,98.78,0.748,0.1546,0.56575,16475000,0.1795,0.0091,1.855,1.418,24435000,0.30625,1.052,55525000,-0.0175,2.549,0.8595,7,1.1365,0.057
amss-v10-085,710085,910085,search|tv|paid_social_proxy,paid-social-experiment,292400000,0.54075,80.92,0.7416,0.261,0.25225,30125000,0.1495,0.01138,2.661,1.118,15925000,0.19425,1.084,29125000,0.0243,1.713,1.5855,8,0.7865,0.033
amss-v10-086,710086,910086,tv|paid_social_proxy|search,search-experiment,302000000,0.35875,62.23,0.6456,0.345,0.30725,38875000,0.1735,0.00622,3.935,1.286,27885000,0.07875,0.612,52775000,0.1189,0.943,0.7165,8,1.1435,-0.071
amss-v10-087,710087,910087,tv|search|paid_social_proxy,tv-experiment,179600000,0.37975,74.97,0.78,0.1014,0.56025,40975000,0.1645,0.01054,1.517,1.298,8795000,0.15925,1.068,57175000,-0.0197,2.857,1.3545,5,0.6955,-0.073
amss-v10-088,710088,910088,paid_social_proxy|search|tv,no-experiment,110000000,0.57575,94.53,0.6232,0.2946,0.49425,24875000,0.1195,0.00442,3.831,1.406,12015000,0.16275,0.724,34075000,0.0859,1.669,1.0135,2,0.9125,0.051
amss-v10-089,710089,910089,search|paid_social_proxy|tv,paid-social-experiment,230000000,0.68775,99.63,0.5272,0.107,0.52175,34325000,-0.0005,0.00514,2.947,0.998,7415000,0.15575,0.9,61025000,0.0815,1.009,0.9585,4,0.8565,-0.025
amss-v10-090,710090,910090,search|tv|paid_social_proxy,search-experiment,208400000,0.52675,111.53,0.7224,0.3058,0.63175,25225000,0.0355,0.01498,1.699,1.73,6495000,0.32025,0.756,63225000,-0.0461,0.987,1.3215,0,1.1225,0.027
amss-v10-091,710091,910091,tv|paid_social_proxy|search,tv-experiment,263600000,0.64575,120.88,0.6936,0.247,0.48325,31875000,-0.0365,0.01318,2.349,1.346,13395000,0.02975,0.924,33525000,0.1123,1.911,1.2775,3,0.9615,-0.011
amss-v10-092,710092,910092,tv|search|paid_social_proxy,no-experiment,155600000,0.56175,58.83,0.7096,0.3422,0.43375,23825000,0.2065,0.00778,2.401,1.898,16155000,0.20475,1.012,29675000,0.0221,2.571,0.8485,7,0.9895,0.031
amss-v10-093,710093,910093,paid_social_proxy|tv|search,paid-social-experiment,105200000,0.57225,95.38,0.508,0.1462,0.22475,43075000,-0.0275,0.0055,3.623,1.478,18455000,0.27125,0.812,40675000,0.0749,1.845,1.4755,6,1.2065,0.023
amss-v10-094,710094,910094,search|paid_social_proxy|tv,search-experiment,196400000,0.55475,61.38,0.556,0.2274,0.31825,28375000,-0.0425,0.00682,2.895,0.974,13625000,0.13475,0.676,26375000,0.0639,1.075,1.2665,9,0.9755,0.055
amss-v10-095,710095,910095,search|tv|paid_social_proxy,tv-experiment,251600000,0.36225,133.63,0.7128,0.1938,0.20275,14725000,0.1435,0.01366,1.777,1.106,14315000,0.10675,1.396,75325000,0.0485,1.537,1.5525,1,0.8145,-0.083
amss-v10-096,710096,910096,tv|paid_social_proxy|search,no-experiment,90800000,0.58625,106.42,0.7352,0.3282,0.65375,30825000,0.0835,0.0157,2.063,1.706,22365000,0.23275,1.028,47825000,0.0419,2.659,0.9255,8,1.2275,0.065
amss-v10-097,710097,910097,paid_social_proxy|search|tv,paid-social-experiment,95600000,0.47425,116.63,0.7896,0.2134,0.41175,33625000,0.2335,0.01546,1.491,1.982,14085000,0.01575,0.708,65425000,-0.0659,2.769,1.6295,5,1.1155,-0.045
amss-v10-098,710098,910098,paid_social_proxy|tv|search,search-experiment,98000000,0.38675,69.03,0.636,0.1154,0.21925,35375000,0.0865,0.01222,2.427,1.202,7185000,0.32375,0.62,39575000,0.0265,2.835,1.7615,10,1.1575,-0.081
amss-v10-099,710099,910099,search|paid_social_proxy|tv,tv-experiment,93200000,0.36925,104.72,0.7544,0.3618,0.37325,22075000,0.0295,0.00598,3.987,1.754,20295000,0.10325,0.948,50575000,0.0529,2.021,1.4425,4,1.2345,0.029
amss-v10-100,710100,910100,search|tv|paid_social_proxy,no-experiment,100400000,0.67375,110.68,0.5944,0.2162,0.44475,12275000,-0.0305,0.00478,3.285,1.958,17305000,0.29925,1.252,34625000,-0.0901,1.229,0.7715,6,1.2205,-0.013
