time.index,tv.volume,tv.spend,search.clicks,search.imps,search.matching.query.volume,search.query.volume,search.spend,total.spend,brand.sales,competitor.sales,revenue,profit,tv.budget.index,tv.budget,search.budget.index,search.budget,market.rate
132,0,0,204617,3076232,3076232,9113749,225078.7,225078.7,657861,3657675,52628880,52403801.3,3,4.2e+07,3,1.8e+07,0.326314691771049
133,0,0,206112,3082086,3082086,9139342,226723.2,226723.2,660302,3666139,52824160,52597436.8,3,4.2e+07,3,1.8e+07,0.32726980147128
134,0,0,222459,3275411,3275411,9702926,244704.9,244704.9,715990,3978741,57279200,57034495.1,3,4.2e+07,3,1.8e+07,0.355033462777901
135,0,0,192833,2933988,2933988,8689457,212116.3,212116.3,615801,3430931,49264080,49051963.7,3,4.2e+07,3,1.8e+07,0.306012613015857
136,0,0,259662,3695053,3695053,10951737,285628.2,285628.2,838093,4661327,67047440,66761811.8,3,4.2e+07,3,1.8e+07,0.415818981877706
137,124500847,622503.182345121,222660,3265517,3265517,9675582,244926,867429.182345122,741961,3941500,59356880,58489450.8176549,3,4.2e+07,3,1.8e+07,0.354071526884057
138,0,0,248269,3560704,3560704,10557255,273095.9,273095.9,800949,4443892,64075920,63802824.1,3,4.2e+07,3,1.8e+07,0.396466731513614
139,225648568,1128317.26132905,248860,3568774,3568774,10572176,273746,1402063.26132905,847302,4409456,67784160,66382096.738671,3,4.2e+07,3,1.8e+07,0.397284891303733
140,0,0,268541,3795274,3795274,11242874,295395.1,295395.1,866676,4823848,69334080,69038684.9,3,4.2e+07,3,1.8e+07,0.429929443789001
141,73535857,367658.355208662,371504,4946756,4946756,14664018,408654.4,776312.755208662,1234839,6658473,98787120,98010807.2447913,3,4.2e+07,3,1.8e+07,0.59607301755589
142,0,0,353723,4747530,4747530,14070148,389095.3,389095.3,1144886,6363063,91590880,91201784.7,3,4.2e+07,3,1.8e+07,0.567917386334288
143,619094319,3095439.71269573,0,0,4340645,12862780,0,3095439.71269573,1105408,5594751,88432640,85337200.2873043,3,4.2e+07,3,1.8e+07,0.508721779511987
144,0,0,0,0,4188362,12409771,0,0,975971,5417898,78077680,78077680,3,4.2e+07,3,1.8e+07,0.486784530440153
145,472692827,2363308.8078338,386438,5121782,5121782,15182274,425081.8,2788390.6078338,1347946,6880165,107835680,105047289.392166,3,4.2e+07,3,1.8e+07,0.621524884841764
146,0,0,407830,5362619,5362619,15891601,448613,448613,1323566,7358873,105885280,105436667,3,4.2e+07,3,1.8e+07,0.655956194146136
147,553685299,2768391.5871701,413934,5436752,5436752,16100991,455327.4,3223718.9871701,1455215,7372661,116417200,113193481.01283,3,4.2e+07,3,1.8e+07,0.666543745163162
148,16524418,82599.0999506937,401245,5293758,5293758,15684967,441369.5,523968.599950694,1309641,7228116,104771280,104247311.400049,3,4.2e+07,3,1.8e+07,0.645790053800759
149,129433882,647086.600025722,383454,5078390,5078390,15043533,421799.4,1068886.00002572,1289161,6845685,103132880,102063993.999974,3,4.2e+07,3,1.8e+07,0.614849043598419
150,0,0,403025,5303756,5303756,15717895,443327.5,443327.5,1304436,7261237,104354880,103911552.5,3,4.2e+07,3,1.8e+07,0.647865012385928
151,672265814,3361307.60457294,513188,6543268,6543268,19392243,564506.8,3925814.40457294,1804526,9133673,144362080,140436265.595427,3,4.2e+07,3,1.8e+07,0.825856239309068
152,0,0,478475,6151117,6151117,18229601,526322.5,526322.5,1552277,8631884,124182160,123655837.5,3,4.2e+07,3,1.8e+07,0.769886763772382
153,608283679,3041641.76874766,436009,5678928,5678928,16829539,479609.9,3521251.66874766,1532546,7766841,122603680,119082428.331252,3,4.2e+07,3,1.8e+07,0.701923544255712
154,189120788,945556.332809555,587011,7375601,7375601,21858043,645712.1,1591268.43280955,2009733,10514946,160778640,159187371.56719,3,4.2e+07,3,1.8e+07,0.946055561180135
155,313564822,1567767.65493339,565528,7130532,7130532,21137584,622080.8,2189848.45493339,1961311,10100890,156904880,154715031.545067,3,4.2e+07,3,1.8e+07,0.910963426856249
156,364107872,1820482.38166708,0,0,6708902,19876783,0,1820482.38166708,1822159,9350749,145772720,143952237.618333,3,4.2e+07,3,1.8e+07,0.849468616442053
157,0,0,0,0,9739619,21651036,0,0,1875267,10418806,150021360,150021360,4,45500000,4,2.4e+07,0.936215172268616
158,72964935,364772.526156753,781721,9826420,9826420,21845115,859893.1,1224665.62615675,1959757,10578175,156780560,155555894.373843,4,45500000,4,2.4e+07,0.945707603689663
159,0,0,681412,8690234,8690234,19308593,749553.2,749553.2,1661164,9231066,132893120,132143566.8,4,45500000,4,2.4e+07,0.822024761071783
160,1121551194,5607917.69165907,827233,10336644,10336644,22971668,909956.3,6517873.99165907,2206114,11069654,176489120,169971246.008341,4,45500000,4,2.4e+07,1
161,0,0,704482,8960308,8960308,19909795,774930.2,774930.2,1718265,9557516,137461200,136686269.8,4,45500000,4,2.4e+07,0.851421658292895
162,183077739,915310.101021985,585417,7606419,7606419,16895362,643958.7,1559268.80102198,1497712,7851953,119816960,118257691.198978,4,45500000,4,2.4e+07,0.705100488564409
163,225797801,1129090.02068909,616842,7985942,7985942,17743598,678526.2,1807616.22068909,1595903,8305450,127672240,125864623.779311,4,45500000,4,2.4e+07,0.746789163543178
164,197909922,989625.604660199,636555,8199854,8199854,18219594,700210.5,1689836.1046602,1638914,8560687,131113120,129423283.89534,4,45500000,4,2.4e+07,0.769168149347709
165,510769642,2553911.42914845,748635,9464098,9464098,21040728,823498.5,3377409.92914845,1977396,10048412,158191680,154814270.070852,4,45500000,4,2.4e+07,0.906368452200657
166,0,0,638942,8215235,8215235,18250161,702836.2,702836.2,1554019,8658553,124321520,123618683.8,4,45500000,4,2.4e+07,0.770998098890919
167,272565557,1362960.81358447,606456,7868410,7868410,17494489,667101.6,2030062.41358447,1577931,8164465,126234480,124204417.586416,4,45500000,4,2.4e+07,0.734485956307867
168,0,0,554223,7262133,7262133,16132382,609645.3,609645.3,1348758,7504356,107900640,107290994.7,4,45500000,4,2.4e+07,0.668147547711061
169,1453017,7267.36344365471,0,0,6745728,14988616,0,7267.36344365471,1227548,6820364,98203840,98196572.6365563,4,45500000,4,2.4e+07,0.612440334601371
170,0,0,0,0,6566848,14589517,0,0,1187757,6600979,95020560,95020560,4,45500000,4,2.4e+07,0.592958103663414
171,0,0,506652,6727037,6727037,14949681,557317.2,557317.2,1234159,6854155,98732720,98175402.8,4,45500000,4,2.4e+07,0.610676817774944
172,347943201,1739689.75317047,548412,7178971,7178971,15947219,603253.2,2342942.95317047,1423751,7313031,113900080,111557137.04683,4,45500000,4,2.4e+07,0.658711780122731
173,0,0,495844,6588003,6588003,14647245,545428.4,545428.4,1201463,6681136,96117040,95571611.6,4,45500000,4,2.4e+07,0.595129223922242
174,58061035,290271.463496524,466837,6289825,6289825,13985306,513520.7,803792.163496524,1161310,6303661,92904800,92101007.8365035,4,45500000,4,2.4e+07,0.563349282570534
175,0,0,355080,5025198,5025198,11171168,390588,390588,861519,4792986,68921520,68530932,4,45500000,4,2.4e+07,0.426773660891123
176,191104048,955367.056168386,387956,5388789,5388789,11977029,426751.6,1382118.65616839,991408,5190506,79312640,77930521.3438316,4,45500000,4,2.4e+07,0.466096940746671
177,0,0,359050,5062910,5062910,11253306,394955,394955,869797,4839132,69583760,69188805,4,45500000,4,2.4e+07,0.430627296221157
178,0,0,287954,4266278,4266278,9477330,316749.4,316749.4,692982,3864037,55438560,55121810.6,4,45500000,4,2.4e+07,0.344157884071735
179,0,0,319770,4624034,4624034,10276274,351747,351747,772567,4301225,61805360,61453613,4,45500000,4,2.4e+07,0.383021622050409
180,82708429,413588.316634685,301638,4427553,4427553,9839145,331801.8,745390.116634686,752786,4048218,60222880,59477489.8833653,4,45500000,4,2.4e+07,0.361972064194964
181,0,0,339056,4838235,4838235,10755315,372961.6,372961.6,820210,4557153,65616800,65243838.4,4,45500000,4,2.4e+07,0.405928228626925
182,0,0,0,0,4232500,9404930,0,0,681140,3792187,54491200,54491200,4,45500000,4,2.4e+07,0.340488460597818
183,711420513,3557235.60996075,0,0,4152036,9229854,0,3557235.60996075,723578,3650210,57886240,54329004.3900392,4,45500000,4,2.4e+07,0.33225346555783
184,0,0,264076,3996124,3996124,8882996,290483.6,290483.6,635924,3541934,50873920,50583436.4,4,45500000,4,2.4e+07,0.315389234814711
185,0,0,284938,4229350,4229350,9397029,313431.8,313431.8,685932,3819762,54874560,54561128.2,4,45500000,4,2.4e+07,0.34012956628415
186,0,0,312780,4549962,4549962,10109582,344058,344058,758214,4210620,60657120,60313062,4,45500000,4,2.4e+07,0.375021558091073
187,0,0,296848,4364083,4364083,9701006,326532.8,326532.8,717338,3986504,57387040,57060507.2,4,45500000,4,2.4e+07,0.354927312009587
188,673885804,3369699.289999,348582,4945426,4945426,10992232,383440.2,3753139.489999,916575,4629141,73326000,69572860.510001,4,45500000,4,2.4e+07,0.418077915174043
189,0,0,311570,4528325,4528325,10070830,342727,342727,754744,4184234,60379520,60036793,4,45500000,4,2.4e+07,0.372776040846669
190,0,0,315339,4576641,4576641,10169900,346872.9,346872.9,763485,4246574,61078800,60731927.1,4,45500000,4,2.4e+07,0.378159026808587
191,201176593,1005809.25439999,418152,5738603,5738603,12749874,459967.2,1465776.45439999,1072807,5603116,85824560,84358783.5456,4,45500000,4,2.4e+07,0.503207833532402
192,0,0,375531,5252426,5252426,11677577,413084.1,413084.1,910836,5068976,72866880,72453795.9,4,45500000,4,2.4e+07,0.451266929381621
193,0,0,433361,5901896,5901896,13113175,476697.1,476697.1,1052030,5854604,84162400,83685702.9,4,45500000,4,2.4e+07,0.521123369421655
194,0,0,435239,5922440,5922440,13161878,478762.9,478762.9,1059184,5878042,84734720,84255957.1,4,45500000,4,2.4e+07,0.523632263458191
195,920255157,4600911.10933417,0,0,6502149,14455929,0,4600911.10933417,1280118,6439359,102409440,97808528.8906658,4,45500000,4,2.4e+07,0.586887222456445
196,0,0,0,0,7577492,16842555,0,0,1406057,7814567,112484560,112484560,4,45500000,4,2.4e+07,0.702041388161123
197,939139586,4695993.86379062,627111,8086449,8086449,17975391,689822.1,5385815.96379062,1665642,8389985,133251360,127865544.036209,4,45500000,4,2.4e+07,0.757655420443005
198,0,0,561636,7363464,7363464,16365232,617799.6,617799.6,1373238,7626739,109859040,109241240.4,4,45500000,4,2.4e+07,0.679059552635323
199,276592002,1382998.39388622,452213,6120024,6120024,13602043,497434.3,1880432.69388622,1171911,6053354,93752880,91872447.3061138,4,45500000,4,2.4e+07,0.544548122385336
200,367840787,1839254.83630124,697105,8877532,8877532,19722698,766815.5,2606070.33630124,1820319,9341758,145625520,143019449.663699,4,45500000,4,2.4e+07,0.841860135317376
201,0,0,685584,8743707,8743707,19427557,754142.4,754142.4,1670503,9295713,133640240,132886097.6,4,45500000,4,2.4e+07,0.828297610495675
202,0,0,688518,8780136,8780136,19519846,757369.8,757369.8,1681578,9344836,134526240,133768870.2,4,45500000,4,2.4e+07,0.832038495195162
203,387180671,1935809.54750755,668791,8545070,8545070,18988229,735670.1,2671479.64750755,1749035,8950363,139922800,137251320.352492,4,45500000,4,2.4e+07,0.806553007734717
204,499445960,2497342.62807163,703963,8955143,8955143,19899858,774359.3,3271701.92807163,1856161,9440433,148492880,145221178.071928,4,45500000,4,2.4e+07,0.850920004988643
205,169326850,846595.599035911,679156,8683358,8683358,19299003,747071.6,1593667.19903591,1742910,9159579,139432800,137839132.800964,4,45500000,4,2.4e+07,0.822299543640481
206,156347484,781789.183733891,717009,9105350,9105350,20237284,788709.9,1570499.08373389,1832613,9668333,146609040,145038540.916266,4,45500000,4,2.4e+07,0.867498932714354
207,79173932,395905.340613845,679197,8665106,8665106,19264871,747116.7,1143022.04061385,1703036,9178409,136242880,135099857.959386,4,45500000,4,2.4e+07,0.820791396609499
208,452211634,2260883.20353145,0,0,7836904,17417832,0,2260883.20353145,1573022,8037939,125841760,123580876.796469,4,45500000,4,2.4e+07,0.730686670772882
